sim_swap_time_gap_minutes,sim_swap_flag,device_change_flag,sim_type_change_flag,imsi_change_flag,iccid_change_flag,otp_and_sim_change_geo_hash_length
3450,0,0,0,0,1,0.96
8580,0,1,0,0,0,0.953
8820,0,0,0,0,0,0.819
8578,0,0,0,0,0,0.779
3932,0,0,0,0,0,0.945
2916,0,0,1,0,1,0.756
7463,0,0,0,0,0,0.715
5055,0,1,0,0,0,0.867
5901,0,0,0,0,0,0.802
9942,0,0,0,0,0,0.97
4084,0,1,0,0,0,0.754
9590,0,0,0,0,0,0.857
6205,0,1,0,0,0,0.707
10034,0,0,0,1,0,0.764
8793,0,0,0,0,0,0.954
6155,0,0,0,0,0,0.963
1692,0,1,0,0,0,0.717
6756,0,0,0,0,0,0.937
8214,0,0,0,0,0,0.976
3759,0,0,1,0,0,0.821
2983,0,0,0,0,0,0.97
7110,0,0,0,0,0,0.963
4463,0,1,0,0,0,0.923
4703,0,0,0,0,0,0.811
648,0,0,0,1,0,0.898
3908,0,0,1,0,0,0.865
9947,0,0,0,0,0,0.846
608,0,0,0,0,0,0.823
8704,0,0,0,0,0,0.961
5134,0,0,0,0,1,0.722
6116,0,0,0,0,0,0.715
2866,0,0,0,0,0,0.868
2090,0,0,1,0,0,0.703
703,1,1,1,0,1,0.25
651,0,0,0,0,0,0.814
2633,0,0,0,0,0,0.91
1699,0,0,0,0,0,0.992
946,0,0,0,0,0,0.87
6489,0,0,0,0,0,0.906
2360,0,0,0,0,0,0.717
3956,0,0,0,0,0,0.841
353,0,0,0,0,0,0.734
3001,0,0,0,0,0,0.87
573,0,0,0,0,0,0.844
4778,0,1,0,1,0,0.78
3716,0,0,0,0,0,0.787
7477,0,0,0,0,0,0.891
3759,0,0,0,0,0,0.843
2126,0,0,0,0,1,0.742
5645,0,0,0,1,1,0.724
4215,0,0,0,0,0,0.867
9235,0,0,0,0,0,0.798
5758,0,0,0,0,1,0.939
5664,0,0,0,0,0,0.775
6106,0,0,0,0,0,0.9
7547,0,0,1,1,0,0.892
904,0,0,1,0,0,0.794
1570,0,0,0,0,0,0.782
1391,0,0,0,0,0,0.928
3509,0,0,0,0,0,0.936
3468,0,0,0,0,0,0.855
2887,0,0,0,0,1,0.758
8298,0,0,0,0,0,0.844
7478,0,0,0,0,0,0.943
9931,0,0,0,0,0,0.755
8763,0,0,0,0,0,0.994
1860,0,0,0,0,0,0.943
2070,0,0,0,1,1,0.791
2748,0,0,0,0,0,0.705
2839,0,0,0,0,0,0.904
461,0,0,0,0,0,0.924
6322,0,0,0,0,0,0.789
5202,0,0,0,0,0,0.911
5158,0,0,0,1,1,0.89
1726,0,0,0,0,0,0.763
4894,0,0,0,1,0,0.892
2651,0,0,0,0,0,0.865
6231,0,0,0,0,0,0.717
8211,0,0,0,0,0,0.876
154,0,0,0,0,1,0.758
2436,0,0,1,0,0,0.83
4027,0,0,0,0,0,0.97
8126,0,1,0,0,0,0.886
4709,0,1,0,0,0,0.797
1102,0,0,0,0,0,0.705
8749,0,0,0,0,0,0.943
7172,0,1,0,0,0,0.898
9060,0,0,0,0,0,0.761
3957,0,0,0,0,0,0.713
6739,0,0,0,0,0,0.797
143,0,0,1,0,0,0.915
8321,0,0,1,0,0,0.741
9207,0,0,0,0,0,0.873
4558,0,0,0,1,0,0.984
4188,0,0,0,0,0,0.893
666,0,0,0,0,0,0.874
279,0,0,1,1,1,0.891
5465,0,0,0,0,0,0.759
8972,0,0,0,0,0,0.944
5863,0,1,0,0,0,0.78
683,0,0,0,0,0,0.703
1488,0,0,0,0,0,0.865
8987,0,0,0,0,0,0.95
2726,0,0,0,0,0,0.895
1674,0,0,0,0,0,0.977
1040,1,1,1,1,1,0.111
1386,1,0,1,1,1,0.37
4029,0,0,0,0,0,0.873
7204,0,0,0,0,0,0.715
5421,0,0,0,0,0,0.902
9294,0,1,0,0,0,0.799
539,0,1,0,0,0,0.969
6853,1,0,1,1,1,0.01
3189,0,0,0,0,0,0.773
5102,0,0,0,0,0,0.708
400,1,1,1,0,0,0.109
3773,0,0,0,1,0,0.738
4068,0,0,0,0,0,0.954
2165,0,0,0,0,1,0.927
1204,0,0,0,1,0,0.965
1614,0,0,1,0,0,0.908
21,1,1,1,1,0,0.336
4731,0,0,1,0,0,0.98
5149,0,1,0,0,0,0.813
9504,0,0,0,1,0,0.808
3136,0,0,0,0,0,0.978
9276,0,0,0,0,1,0.895
9862,0,0,0,0,0,0.862
9745,0,1,0,0,0,0.82
1480,0,0,0,1,0,0.778
1521,0,1,0,0,0,0.772
8278,0,0,0,0,0,0.765
3960,0,0,1,0,0,0.954
5296,0,0,0,0,1,0.828
8019,0,0,0,0,0,0.713
9639,0,0,0,0,0,0.83
9226,0,0,0,0,0,0.855
7206,0,0,0,0,0,0.901
5647,0,0,0,0,0,0.952
1159,0,0,0,0,0,0.861
4268,0,0,0,0,0,0.858
7393,0,0,0,0,0,0.931
6438,0,0,0,1,0,0.83
6226,0,0,0,0,0,0.969
6178,0,0,1,0,0,0.751
1543,0,0,0,0,0,0.744
4587,0,0,0,0,0,0.877
448,1,0,0,1,1,0.274
3881,0,0,1,0,0,0.823
1056,0,0,0,0,0,0.782
1379,0,0,0,0,0,0.853
2480,0,0,0,0,0,0.834
9227,0,0,0,0,0,0.967
5627,0,1,0,0,0,0.849
1038,1,1,1,0,0,0.362
1487,0,1,0,0,0,0.898
1605,0,0,0,0,0,0.728
7843,0,0,0,0,0,0.971
739,0,0,0,0,0,0.719
3185,0,0,0,0,0,0.736
8118,0,0,0,0,0,0.719
3672,0,0,0,0,0,0.849
7451,0,0,0,0,0,0.736
3817,0,0,0,1,0,0.712
6819,0,0,0,0,0,0.946
6060,0,0,0,0,0,0.938
1577,0,0,0,0,0,0.752
1688,0,0,0,0,0,0.713
3954,0,0,0,0,0,0.704
831,0,0,1,0,1,0.981
9168,0,0,0,0,0,0.846
7989,1,1,1,1,1,0.011
8106,0,0,0,0,0,0.979
1968,0,0,0,0,1,0.976
2932,0,0,0,0,0,0.78
4960,0,0,0,0,0,0.745
7445,0,0,0,0,0,0.952
8447,1,0,0,1,1,0.363
3012,0,0,0,0,0,0.772
4487,0,0,0,1,0,0.722
7750,0,0,0,0,0,0.798
5426,0,1,0,0,0,0.824
83,0,0,1,0,0,0.946
7111,0,0,0,0,0,0.863
6402,0,0,0,0,0,0.901
2718,0,0,0,0,0,0.811
5996,0,0,0,0,0,0.971
2996,0,0,0,0,0,0.862
5876,0,0,0,0,0,0.943
1247,1,1,0,0,0,0.112
2002,0,1,0,0,0,0.853
5705,0,0,0,0,0,0.913
824,0,0,0,0,0,0.855
5143,0,0,0,1,0,0.941
1204,0,0,0,0,0,0.866
544,0,0,0,0,0,0.921
4992,0,0,0,0,0,0.784
8061,0,0,0,0,0,0.83
5191,1,1,1,0,1,0.379
8402,0,1,1,0,0,0.951
4037,0,0,0,0,0,0.712
7863,0,0,0,0,0,0.801
5653,0,0,0,0,0,0.936
2258,0,0,0,0,0,0.89
750,1,1,0,0,1,0.352
1268,0,0,0,0,1,0.951
8790,1,1,0,1,1,0.393
2166,0,0,0,0,0,0.893
10026,0,1,0,0,0,0.97
6714,0,0,1,0,0,0.786
1879,0,0,0,0,0,0.701
8148,0,0,0,0,0,0.938
1832,0,1,1,0,0,0.784
9077,0,0,0,0,0,0.993
5723,0,0,0,0,0,0.974
5003,0,1,0,0,0,0.802
4581,0,0,0,1,0,0.73
7390,0,0,0,0,0,0.889
2653,0,1,0,0,0,0.957
6405,0,1,0,0,0,0.759
9282,0,0,0,0,0,0.839
1060,0,0,0,0,1,0.914
2638,0,0,0,0,0,0.991
7498,0,0,0,0,0,0.706
5556,0,0,0,1,0,0.778
1774,1,1,1,0,1,0.005
7094,0,0,0,0,0,0.824
4090,0,0,0,0,0,0.931
9754,0,0,0,0,0,0.835
4878,0,0,0,0,0,0.986
2478,0,0,0,0,0,0.707
5166,0,0,0,0,0,0.843
8591,0,0,1,0,0,0.829
2231,0,1,0,0,0,0.706
4493,0,0,0,0,0,0.711
3710,0,0,1,0,0,0.729
9343,0,0,0,0,0,0.91
8070,0,0,0,0,0,0.802
4071,0,0,0,0,0,0.947
7028,0,0,0,0,0,0.855
9128,0,0,0,0,0,0.729
4866,0,0,0,0,0,0.969
6556,0,0,0,0,0,0.961
9907,1,0,0,1,1,0.229
6774,0,0,0,0,0,0.828
6875,0,1,0,0,0,0.78
7662,0,0,0,0,0,0.804
2525,0,1,0,1,0,0.957
6239,0,0,0,0,0,0.807
5443,0,0,1,0,1,0.704
3527,0,0,0,1,0,0.999
8253,0,0,0,0,1,0.776
4336,0,0,0,1,1,0.799
1182,0,0,0,0,0,0.726
2270,0,0,0,0,0,0.854
2101,0,0,0,0,0,0.709
2531,0,0,0,0,1,0.704
9134,0,0,0,0,0,0.782
2712,0,0,0,0,1,0.717
9480,0,0,0,0,0,0.706
1089,0,0,0,1,0,0.901
9918,0,0,0,0,0,0.971
8176,0,0,0,1,0,0.845
7645,0,0,0,0,0,0.744
130,1,0,1,1,0,0.226
4889,0,1,1,0,1,0.764
5485,0,0,0,1,0,0.867
1509,0,0,1,0,0,0.822
3689,0,0,0,0,0,0.759
488,0,0,0,0,0,0.995
8391,0,0,0,1,0,0.74
2296,0,0,0,0,1,0.703
6559,1,0,0,0,1,0.395
6702,0,0,1,1,0,0.78
9260,0,0,0,1,0,0.77
700,0,0,0,0,0,0.999
4840,0,0,0,1,0,0.853
5022,0,0,0,0,0,0.903
9661,0,0,0,0,0,0.956
5812,0,0,0,0,0,0.936
9196,0,0,0,0,0,0.86
6954,0,0,0,0,0,0.995
9002,0,0,0,0,0,0.963
6925,0,0,0,0,1,0.961
6255,0,0,0,0,0,0.713
6193,0,0,0,0,1,0.72
9942,0,0,0,0,0,0.881
7996,0,0,0,0,0,0.926
5493,0,0,0,0,0,0.975
7273,0,0,0,0,1,0.901
6617,0,0,0,0,0,0.89
5014,0,0,0,0,0,0.974
5819,0,0,0,0,0,0.765
8189,0,0,0,1,0,0.928
4270,0,0,0,0,0,0.797
3996,0,1,0,0,0,0.804
4923,0,0,0,0,0,0.891
9271,0,0,0,0,0,0.994
2063,0,0,0,0,0,0.776
5167,0,0,0,0,0,0.983
6304,0,0,0,0,0,0.789
6640,0,0,0,0,0,0.727
1,1,1,0,1,1,0.069
9481,0,0,0,0,0,0.929
6206,0,0,0,0,0,0.893
3219,0,0,0,0,0,0.856
5691,0,0,1,0,0,0.869
1130,0,0,0,0,0,0.744
4610,0,0,0,0,0,0.738
5877,0,0,0,0,1,0.782
6418,0,0,0,0,0,0.711
4685,0,0,0,0,0,0.925
960,0,0,0,0,1,0.836
7349,0,0,0,0,0,0.997
3981,0,0,0,0,0,0.724
6463,0,0,0,0,0,0.923
5525,1,1,0,0,0,0.069
9329,0,0,0,0,0,0.931
7393,0,0,0,0,0,0.986
9124,0,0,0,0,0,0.922
3472,0,0,0,0,0,0.741
9753,0,0,0,0,0,0.718
2231,0,0,0,0,0,0.772
4746,0,0,0,0,0,0.976
1336,0,0,0,0,0,0.906
354,0,0,0,0,0,0.875
9625,0,0,0,0,0,0.712
928,0,0,0,0,0,0.851
3882,0,0,0,0,0,0.742
6737,0,0,0,0,0,0.855
604,1,0,1,0,0,0.003
6031,0,0,0,0,1,0.999
1470,0,0,0,0,1,0.879
9538,0,0,0,0,1,0.963
876,0,0,0,0,0,0.905
4541,0,0,0,0,0,0.72
39,1,1,1,1,1,0.123
9581,0,0,0,1,0,0.959
6274,0,0,0,0,0,0.935
3000,1,1,0,0,1,0.028
1113,0,0,1,0,0,0.978
6530,0,1,0,0,0,0.931
3697,0,0,0,0,0,0.818
972,0,0,0,0,0,0.898
3368,0,0,0,0,0,0.958
2044,0,0,0,1,0,0.8
9781,0,0,0,0,0,0.821
6662,0,0,0,0,0,0.751
6381,0,0,0,0,0,0.812
7675,0,0,0,0,1,0.967
1249,0,0,0,0,0,0.778
2373,0,0,0,0,0,0.803
8352,0,0,0,0,0,0.848
9705,0,0,0,0,0,0.988
7643,0,0,0,0,0,0.764
3094,0,0,0,0,0,0.841
3878,0,0,0,0,0,0.808
3893,0,0,0,0,0,0.993
9461,0,1,0,0,0,0.708
10041,0,0,1,0,0,0.989
8690,0,0,1,0,0,0.748
4069,0,0,0,0,0,0.846
7724,0,0,0,0,0,0.945
1218,1,1,1,1,1,0.06
6462,0,0,0,0,1,0.837
4377,0,0,0,0,0,0.881
4281,0,0,1,0,0,0.943
2761,0,0,0,0,0,0.871
3671,0,1,0,0,0,0.834
3255,0,0,0,0,0,0.774
2394,0,0,0,0,0,0.945
592,0,1,0,0,0,0.941
3177,0,0,0,1,1,0.809
5143,0,0,0,0,0,0.826
5612,0,0,0,0,0,0.868
4251,0,0,0,0,0,0.806
2268,0,0,0,0,0,0.984
9067,0,0,0,1,1,0.976
4398,0,0,0,0,0,0.91
62,0,0,0,0,0,0.944
2278,0,0,0,0,0,0.955
2465,0,0,0,0,0,0.705
7990,0,0,0,0,0,0.754
6781,0,0,0,0,0,0.908
7010,1,1,0,1,1,0.02
3893,0,1,0,0,0,0.864
1554,0,0,0,0,0,0.829
9781,0,1,0,0,0,0.751
2216,0,0,0,0,1,0.976
7325,0,0,0,0,0,0.749
1645,0,0,0,0,0,0.732
8720,0,0,0,1,0,0.967
9893,0,0,0,0,0,0.807
5118,0,0,0,0,0,0.725
827,0,0,0,0,0,0.99
10054,0,0,1,0,0,0.989
2182,0,0,0,0,0,0.943
2696,0,0,0,0,0,0.799
3811,0,0,0,0,0,0.806
1263,0,0,0,0,0,0.882
7681,0,0,0,0,0,0.933
1700,0,0,0,0,0,0.856
2250,0,0,0,0,1,0.8
2197,0,0,0,0,1,1.0
4985,0,0,0,0,0,0.999
4929,0,0,0,0,0,0.892
1397,0,0,0,0,0,0.776
8838,0,0,0,0,0,0.983
8985,0,0,0,0,0,0.929
4572,0,0,0,0,0,0.748
5013,0,0,0,0,0,0.962
296,0,0,0,0,0,0.754
8783,1,0,1,0,0,0.298
6950,0,0,0,1,0,0.744
1149,1,1,0,0,0,0.102
8103,0,0,0,0,1,0.954
6658,1,1,1,1,0,0.263
56,1,0,1,0,0,0.209
6336,0,0,0,0,0,0.717
1088,0,0,0,0,1,0.889
2869,0,1,1,0,0,0.71
7472,0,0,0,0,0,0.955
8828,0,0,0,0,0,0.987
1618,0,0,0,0,0,0.953
3420,0,0,0,0,0,0.787
9811,0,0,0,0,0,0.734
7214,0,0,0,0,0,0.705
9637,1,1,0,0,0,0.367
2832,0,0,0,0,0,0.832
2350,0,0,0,0,1,0.878
5205,0,0,0,0,0,0.955
9478,0,0,1,0,0,0.913
9519,0,0,0,0,1,0.764
6983,0,0,0,0,0,0.9
9044,0,0,0,0,0,0.717
6656,0,0,0,0,0,0.943
7178,0,0,0,0,0,0.72
5283,0,0,0,0,1,0.93
8783,0,0,0,0,1,0.81
3252,0,0,0,0,0,0.895
9202,0,0,1,0,0,0.705
1648,0,1,0,0,0,0.804
2183,0,0,0,0,0,0.741
4105,0,0,0,0,0,0.916
6106,0,0,1,0,0,0.87
5051,0,0,1,0,0,0.861
6706,0,0,0,0,0,0.949
4652,1,1,1,1,1,0.146
4721,0,0,0,0,0,0.968
3638,0,0,0,0,0,0.884
8706,0,0,0,0,0,0.771
1605,0,0,1,0,0,0.737
8832,0,0,0,0,0,0.789
9917,0,1,0,0,0,0.978
8333,0,0,0,0,0,0.719
7280,0,0,0,1,0,0.853
7994,0,0,0,0,0,0.992
9730,0,0,1,0,0,0.966
7964,0,1,0,0,0,0.891
107,0,0,0,0,0,0.741
7353,0,0,0,0,0,0.808
1465,0,0,0,0,0,0.796
5261,0,0,0,0,0,0.772
4049,0,0,1,0,0,0.996
970,0,0,0,0,1,0.82
3561,0,0,0,0,0,0.992
1620,0,1,0,0,0,0.808
8049,0,0,0,0,0,0.941
2559,0,0,0,0,0,0.964
5711,0,0,0,1,0,0.871
124,0,0,0,0,0,0.824
2686,0,0,1,1,0,0.848
4891,0,0,0,0,0,0.899
3241,0,0,0,0,0,0.878
6286,0,1,0,0,0,0.712
3339,0,0,0,0,1,0.716
8162,0,0,0,0,0,0.93
5072,0,1,0,0,0,0.839
4850,0,0,1,1,1,0.894
3946,0,0,0,0,1,0.782
9101,0,0,0,0,0,0.914
8645,0,1,0,0,0,0.96
5029,0,1,0,0,0,0.809
9094,0,1,0,1,1,0.837
4538,0,0,0,0,0,0.944
1550,0,0,0,0,0,0.719
1000,1,1,0,1,0,0.216
3343,0,0,0,0,0,0.718
2268,0,0,0,0,0,0.704
7564,0,0,0,0,0,0.966
3061,0,1,1,0,0,0.85
8249,0,0,0,0,0,0.793
8682,0,0,0,0,0,0.973
9894,0,0,0,0,0,0.889
2705,0,0,0,0,0,0.783
927,1,1,0,1,0,0.386
3204,0,1,0,0,0,0.995
4332,0,0,0,0,0,0.804
9776,0,0,0,1,1,0.842
7893,0,0,0,0,0,0.745
5238,0,1,0,0,0,0.735
4050,0,0,0,0,0,0.738
1363,0,0,1,0,0,0.838
4977,0,1,0,0,0,0.982
8423,0,0,0,0,0,0.825
5653,0,0,1,0,1,0.82
1756,0,0,0,0,0,0.94
9295,0,0,0,0,0,0.882
5958,0,0,0,0,0,0.975
2210,0,0,0,1,0,0.83
7315,1,0,0,1,0,0.106
2330,0,1,0,0,0,0.818
6139,0,0,0,0,0,0.776
9274,0,0,0,0,0,0.893
5740,0,0,0,0,0,0.915
1196,0,1,0,0,0,0.905
2014,0,0,0,0,1,0.966
6547,0,0,0,0,0,0.792
8734,0,0,0,0,0,0.856
8315,0,0,0,0,0,0.906
7897,0,0,0,0,1,0.727
7414,0,0,0,0,0,0.944
2436,0,0,0,0,1,0.852
5559,0,1,0,0,0,0.992
2777,0,0,0,0,1,0.82
7425,0,0,0,0,0,0.991
3504,0,1,0,0,0,0.803
6018,1,0,0,0,1,0.393
7067,0,0,0,0,1,0.819
4674,0,0,0,0,0,0.952
2915,0,1,0,0,0,0.784
9142,0,0,0,0,0,0.846
6370,0,0,0,0,0,0.95
5152,0,0,1,0,0,0.747
1084,0,0,0,0,0,0.787
4157,0,0,0,0,0,0.845
1261,0,0,0,0,0,0.992
463,1,1,0,1,1,0.26
4326,0,0,0,0,0,0.808
1190,0,0,0,1,0,0.852
2175,0,0,0,0,0,0.837
1334,0,0,0,1,0,0.985
9382,0,0,0,0,1,0.998
4033,0,0,0,0,0,0.973
8060,0,0,1,0,0,0.908
9133,0,0,0,0,0,0.91
2436,0,0,0,0,0,0.975
1161,0,0,0,0,0,0.79
7578,0,0,0,1,0,0.959
3099,0,0,0,0,0,0.795
7671,0,0,0,0,1,0.762
4767,0,1,0,1,0,0.739
4643,0,0,0,0,0,0.805
9914,0,0,1,1,0,0.811
9267,0,0,0,0,0,0.824
3967,0,0,0,0,0,0.73
6109,0,0,1,0,0,0.905
4674,0,0,0,0,0,0.833
4404,0,0,0,0,0,0.877
6776,0,0,0,1,0,0.908
9586,0,0,0,0,0,0.726
6894,0,1,1,0,1,0.751
7963,0,0,0,1,0,0.822
9073,0,0,0,0,0,0.75
7918,0,0,0,0,0,0.76
5858,0,0,1,0,0,0.969
7417,0,0,0,0,0,0.734
9460,1,0,1,1,1,0.273
1255,0,0,0,0,0,0.884
9911,0,0,0,0,0,0.932
6449,0,0,0,0,0,0.931
7158,0,0,0,0,0,0.934
2691,0,0,0,0,0,0.9
4500,0,0,0,0,0,0.735
4194,0,1,0,0,0,0.943
7686,0,0,0,0,0,0.913
5302,0,0,0,0,0,0.971
1566,0,0,0,0,0,0.754
729,0,0,0,0,0,0.935
4411,0,0,0,0,0,0.872
1408,0,0,0,0,0,0.991
1189,1,1,0,0,1,0.039
9227,0,0,0,0,0,1.0
655,0,1,0,0,1,0.798
1545,0,1,0,0,0,0.721
9762,0,0,0,0,0,0.837
9966,0,0,0,0,0,0.752
7697,0,0,0,0,0,0.972
8910,0,0,0,0,1,0.921
1650,0,0,0,0,0,0.752
1792,0,0,0,0,0,0.865
9761,0,0,1,0,0,0.923
2343,0,1,0,0,0,0.929
1170,1,1,1,1,1,0.226
9075,0,0,0,0,0,0.936
9561,0,1,1,0,0,0.744
7686,0,0,0,0,0,0.906
1468,0,0,0,0,0,0.827
7251,0,0,0,0,1,0.945
7412,0,0,0,0,0,0.922
3771,0,0,0,0,0,0.92
3612,0,0,0,0,1,0.823
4429,0,0,0,0,0,0.909
662,1,0,1,1,1,0.277
8468,0,0,0,0,0,0.723
809,0,0,0,0,0,0.98
6449,0,1,0,0,0,0.852
4136,0,0,0,0,0,0.991
6587,0,0,0,0,0,0.988
2159,0,0,0,0,1,0.857
2526,0,0,0,0,0,0.723
2879,0,0,0,0,0,0.934
4988,0,1,0,0,0,0.705
2903,0,0,0,1,0,0.757
8346,0,0,0,0,0,0.726
3558,0,0,0,0,0,0.997
2154,0,0,0,0,0,0.855
3999,0,0,0,1,0,0.981
8505,0,0,0,0,0,0.886
1949,0,0,0,0,0,0.96
5697,0,0,0,0,0,0.933
9428,0,0,0,0,0,0.72
744,0,0,0,0,0,0.814
6441,1,1,1,1,1,0.072
9864,0,0,0,0,0,0.92
9880,0,0,0,0,1,0.886
1726,0,1,0,0,0,0.83
114,1,1,0,1,0,0.4
3545,0,0,0,0,0,0.778
6038,0,0,0,0,0,0.876
5733,0,0,0,0,0,0.839
6789,0,0,0,0,0,0.8
831,0,0,0,0,0,0.743
2068,0,0,1,0,0,0.831
6261,0,0,0,0,0,0.819
1435,1,0,1,0,0,0.043
9289,0,0,0,1,0,0.998
5863,0,0,0,1,1,0.966
8682,0,1,0,1,0,0.954
6481,0,0,1,0,1,0.855
2316,0,0,1,0,0,0.828
824,0,0,0,0,0,0.882
8571,0,0,0,0,0,0.741
5005,0,0,0,0,0,0.855
10027,0,0,0,0,0,0.94
3644,0,0,0,0,0,0.767
2924,0,0,0,0,0,0.837
1038,0,0,0,1,0,0.942
7676,0,0,0,0,0,0.961
2935,0,0,0,0,1,0.935
638,0,0,0,0,0,0.859
964,0,0,0,0,1,0.764
6225,0,0,0,0,0,0.967
9643,0,0,0,0,0,0.783
6367,0,1,0,1,0,0.862
8773,0,0,0,0,0,0.748
6385,0,0,0,0,0,0.875
6983,0,0,0,1,0,0.961
7210,0,1,0,1,0,0.978
8317,0,0,0,0,0,0.702
5771,0,0,0,0,0,0.701
6207,0,0,0,0,0,0.902
5013,0,0,0,0,0,0.733
7757,0,0,0,0,1,0.881
3904,0,0,0,0,1,0.936
4355,0,0,0,1,0,0.803
888,0,0,0,0,0,0.905
57,1,1,1,1,0,0.138
9649,0,0,0,0,0,0.925
7995,0,0,0,0,0,0.765
4666,0,0,0,0,0,0.764
6980,1,0,0,1,1,0.393
1345,1,0,1,1,1,0.127
1685,0,0,1,0,0,0.797
3119,0,0,0,0,0,0.791
3316,0,0,0,0,1,0.88
7312,0,1,0,0,0,0.776
3508,0,0,0,0,1,0.819
9124,0,1,0,0,0,0.951
2058,0,0,0,0,0,0.752
9558,0,0,0,0,0,0.722
7839,0,0,0,0,0,0.735
5538,0,0,0,0,0,0.968
4464,0,0,0,0,0,0.996
8873,0,0,0,0,1,0.984
2414,0,1,0,0,0,0.929
9053,0,0,0,1,0,0.981
6493,0,0,0,0,0,0.836
696,0,0,1,0,0,0.935
8775,0,0,0,0,0,0.925
1506,0,0,0,0,0,0.806
2837,1,0,0,1,1,0.123
7329,1,1,1,0,1,0.017
8949,0,0,0,0,0,0.847
7190,0,0,0,0,0,0.926
4870,0,0,0,0,0,0.895
5525,0,0,0,0,0,0.935
5867,0,0,0,0,0,0.911
3128,0,0,0,0,0,0.954
1051,0,0,0,1,1,0.705
7018,0,0,0,0,0,0.82
1223,1,0,0,0,1,0.328
2242,0,0,1,0,0,0.769
6219,0,0,0,0,0,0.965
2665,0,0,0,0,1,0.7
6400,0,0,0,0,0,0.731
9609,0,0,0,0,0,0.775
9549,0,0,0,0,0,0.767
4888,0,0,0,1,0,0.868
6620,1,0,1,1,0,0.275
2666,1,1,1,1,1,0.374
8520,0,0,0,1,0,0.808
6601,0,0,0,1,0,0.941
3575,0,0,0,0,0,0.732
8255,0,0,0,0,0,0.818
6874,0,0,0,0,0,0.858
9458,0,0,0,0,0,0.93
8456,0,0,0,0,0,0.722
2893,0,0,0,0,0,0.798
8308,0,0,0,0,0,0.982
8620,0,0,0,0,0,0.882
9712,0,0,0,0,0,0.872
361,0,0,0,1,0,0.984
1332,0,0,0,0,0,0.882
1323,1,1,1,0,1,0.244
10022,0,0,0,0,0,0.835
5598,0,0,1,1,0,0.871
9111,0,1,0,0,0,0.763
9012,0,0,0,0,0,0.807
8119,1,1,0,1,1,0.112
5042,0,0,0,0,0,0.888
5839,0,0,0,0,0,0.748
8808,0,0,0,0,0,0.727
6267,0,0,0,0,0,0.792
2276,0,0,0,0,0,0.75
9043,0,0,0,1,0,0.861
5133,0,0,1,1,0,0.792
3549,0,0,0,0,0,0.869
5476,0,0,0,1,0,0.933
1290,1,1,0,1,1,0.179
7449,0,0,0,0,0,0.915
985,0,0,0,0,0,0.801
3742,1,1,1,0,1,0.353
4034,0,1,0,0,0,0.9
6182,0,0,0,0,0,0.722
3182,0,0,1,0,0,0.943
1338,0,0,1,1,0,0.759
4981,1,0,1,1,1,0.111
858,0,0,0,0,0,0.877
439,1,1,1,1,0,0.276
6359,0,1,0,0,0,0.859
9181,0,1,0,0,0,0.854
3321,0,1,0,0,0,0.731
10012,0,0,0,0,0,0.712
2732,0,0,0,1,0,0.818
756,0,0,0,1,0,0.827
6514,0,0,0,0,0,0.986
9496,0,0,0,0,0,0.71
